ReportID,ArrestDate,Time,Age,Sex,RaceCat,Charge,ChargeDescription,Address,CrossStreet,geometry,Name,Descriptio
5945372,05/31/2020 12:00:00 AM,0200,45,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,OAKWOOD                      ST,LA BREA                      AV,"c(-118.3441, 34.0783)",Hancock Park,NA
5942979,05/29/2020 12:00:00 AM,0840,21,M,Hispanic/Latinx/Mexican,209(B)(1)PC,KIDNAP TO COMMIT ROBBERY/RAPE/ETC,ST ANDREWS,LEXINGTON,"c(-118.3125, 34.0944)",Hollywood,NA
5947772,06/03/2020 12:00:00 AM,0650,39,M,Black,243(A)PC,BATTERY ON PERSON,1700    PCH,NA,"c(-118.564, 34.041)",Pacific Palisades,NA
201213753,05/28/2020 12:00:00 AM,1650,25,F,Black,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,80TH                         ST,FIGUEROA,"c(-118.285, 33.9622)",Vermont Knolls,NA
5942429,05/28/2020 12:00:00 AM,1900,26,F,Hispanic/Latinx/Mexican,11378HS,POSSESSION CONTROLLED SUBSTANCE FOR SALE,13TH,BEACON,"c(-118.2805, 33.7324)",San Pedro,NA
202110578,05/28/2020 12:00:00 AM,1615,64,M,Hispanic/Latinx/Mexican,41.45CLAMC,NA,VANOWEN,FALLBROOK,"c(-118.6234, 34.1937)",West Hills,NA
201609750,06/03/2020 12:00:00 AM,0310,41,M,Hispanic/Latinx/Mexican,878,NA,LAUREL CANYON                BL,STRATHERN                    ST,"c(-118.4116, 34.237)",Pacoima,NA
200910469,06/03/2020 12:00:00 AM,2040,22,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS                     BL,SHERMAN                      WY,"c(-118.4487, 34.2012)",Van Nuys,NA
5948307,06/03/2020 12:00:00 AM,2230,31,M,White,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,3RD                          AV,ROSE                         AV,"c(-118.4761, 33.997)",Venice,NA
5945087,05/30/2020 12:00:00 AM,2322,37,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,800 S  LOS ANGELES                  ST,NA,"c(-118.2528, 34.0426)",Downtown,NA
201311513,05/27/2020 12:00:00 AM,2150,33,M,Hispanic/Latinx/Mexican,11377HS,POSSESSION CONTROLLED SUBSTANCE,32ND                         ST,GRIFFITH                     AV,"c(-118.2604, 34.0154)",Historic South-Central,NA
5944707,05/30/2020 12:00:00 AM,1007,59,M,Hispanic/Latinx/Mexican,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",ENCINITAS                    AV,ROXFORD,"c(-118.4808, 34.31)",Sylmar,NA
5945802,06/01/2020 12:00:00 AM,0030,26,M,Black,3056PC,VIOLATION OF PAROLE,7TH,MAIN,"c(-118.2523, 34.0445)",Downtown,NA
5942397,05/28/2020 12:00:00 AM,1730,24,M,Other,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,BEVERLY,LOMA,"c(-118.268, 34.0657)",Westlake,NA
5946899,06/01/2020 12:00:00 AM,0930,22,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,SUNSET,LAS PALMAS,"c(-118.3363, 34.098)",Hollywood,NA
201412105,06/02/2020 12:00:00 AM,2020,17,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,4900    WESTLAWN                     AV,NA,"c(-118.4186, 33.9868)",Del Rey,NA
5944818,05/30/2020 12:00:00 AM,1810,65,M,Hispanic/Latinx/Mexican,166(C)(1)PC,VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD,15700    CHATSWORTH                   ST,NA,"c(-118.4818, 34.2659)",Granada Hills,NA
5947387,06/02/2020 12:00:00 AM,1745,28,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7600 S  BROADWAY,NA,"c(-118.2783, 33.9708)",Florence,NA
200910459,06/01/2020 12:00:00 AM,2230,38,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS                     BL,SHERMAN                      WY,"c(-118.4487, 34.2012)",Van Nuys,NA
5941356,05/28/2020 12:00:00 AM,0250,20,M,Hispanic/Latinx/Mexican,484(A)PC,GRAND THEFT (OVER $400),900 W  41ST                         DR,NA,"c(-118.29, 34.0083)",Vermont Square,NA
200910398,06/01/2020 12:00:00 AM,1915,21,F,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS                     BL,GILMORE,"c(-118.4487, 34.1876)",Van Nuys,NA
5946476,06/01/2020 12:00:00 AM,2000,25,M,Hispanic/Latinx/Mexican,29800(A)1PC,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,4400    AVALON                       BL,NA,"c(-118.2653, 34.0034)",South Park,NA
5945697,05/31/2020 12:00:00 AM,2200,24,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,1100 W  SUNSET                       BL,NA,"c(-118.2494, 34.0657)",Echo Park,NA
200113164,06/02/2020 12:00:00 AM,0015,17,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,FRANCISCO,OLYMPIC,"c(-118.2655, 34.0454)",Downtown,NA
200910562,06/01/2020 12:00:00 AM,1805,37,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
5947641,06/03/2020 12:00:00 AM,0005,19,M,Hispanic/Latinx/Mexican,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,2800    FUTURE                       ST,NA,"c(-118.2331, 34.0989)",Cypress Park,NA
201910445,05/27/2020 12:00:00 AM,1530,50,M,Hispanic/Latinx/Mexican,25.620BP,NA,9100    TOBIAS                       AV,NA,"c(-118.4517, 34.2354)",Panorama City,NA
5942357,05/28/2020 12:00:00 AM,1435,22,M,Hispanic/Latinx/Mexican,459PC,BURGLARY,WILTON                       PL,10TH                         AV,"c(-118.315, 34.0526)",Arlington Heights,NA
5940419,05/27/2020 12:00:00 AM,0019,34,M,Hispanic/Latinx/Mexican,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VANOWEN,VALJEAN,"c(-118.4858, 34.1939)",Van Nuys,NA
5947060,06/01/2020 12:00:00 AM,2205,20,M,Black,A187(A)PC,ATTEMPT - MURDER,S  VERMONT                      AV,W  22ND                         ST,"c(-118.2915, 34.036)",University Park,NA
202110036,06/01/2020 12:00:00 AM,1845,28,F,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,21400    VICTORY                      BL,NA,"c(-118.5975, 34.1884)",Canoga Park,NA
5940980,05/27/2020 12:00:00 AM,1945,28,M,Hispanic/Latinx/Mexican,594(A)(1)PC,DEFACE PROPERTY,CESAR E CHAVEZ,CUMMINGS,"c(-118.2009, 34.0499)",Boyle Heights,NA
5946311,06/01/2020 12:00:00 AM,1815,21,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7100    VAN NUYS                     BL,NA,"c(-118.4574, 34.1976)",Van Nuys,NA
5942558,05/28/2020 12:00:00 AM,2340,18,M,Hispanic/Latinx/Mexican,459PC,BURGLARY,600 E  56TH                         ST,NA,"c(-118.2652, 33.9916)",South Park,NA
5947982,06/03/2020 12:00:00 AM,1700,22,M,Hispanic/Latinx/Mexican,29800(A)1PC,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,42ND                         PL,HOOVER,"c(-118.2872, 34.0062)",Vermont Square,NA
5946537,06/01/2020 12:00:00 AM,2200,35,F,Hispanic/Latinx/Mexican,422(A)PC,TERRORIZE CAUSING FEAR,FARMDALE                     AV,W  JEFFERSON,"c(-118.3461, 34.0255)",West Adams,NA
5946088,06/01/2020 12:00:00 AM,1545,28,M,Black,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",HOBART,MARTIN LUTHER KI,"c(-118.3045, 34.0145)",Exposition Park,NA
5945335,05/31/2020 12:00:00 AM,0200,24,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7300    MELROSE                      AV,NA,"c(-118.3487, 34.0836)",Fairfax,NA
5947829,06/03/2020 12:00:00 AM,1310,37,M,Black,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,1000 S  FIGUEROA                     ST,NA,"c(-118.264, 34.045)",Downtown,NA
5947824,06/03/2020 12:00:00 AM,1220,19,M,Black,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,4900    VINELAND                     AV,NA,"c(-118.3705, 34.1579)",North Hollywood,NA
5941663,05/28/2020 12:00:00 AM,1355,38,F,Black,243(A)PC,BATTERY ON PERSON,100    WORLD WAY,NA,"c(-118.4029, 33.9451)",Westchester,NA
5947750,06/03/2020 12:00:00 AM,1000,29,F,Black,245(C)PC,ADW PO/FIREMAN W/O FIREARM/GBI,12300    CULVER                       BL,NA,"c(-118.4201, 33.992)",Del Rey,NA
5946793,06/01/2020 12:00:00 AM,2100,22,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,1500 N  CAHUENGA,NA,"c(-118.3211, 34.0998)",Hollywood,NA
5945383,05/31/2020 12:00:00 AM,0030,24,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7500    MELROSE                      BL,NA,"c(-118.3533, 34.0837)",Fairfax,NA
5945925,06/01/2020 12:00:00 AM,0222,19,M,Hispanic/Latinx/Mexican,182(A)(1)PC,CONSPIRACY TO COMMIT ANY CRIME,8800    SHIRLEY                      AV,NA,"c(-118.558, 34.2299)",Northridge,NA
5768792,05/31/2020 12:00:00 AM,0130,31,M,Black,496PC,RECEIVE/ETC KNOWN STOLEN PROPERTY,WILSHIRE,COURTYARD                    PL,"c(-118.3546, 34.0624)",Mid-Wilshire,NA
5945567,05/31/2020 12:00:00 AM,2200,16,M,Hispanic/Latinx/Mexican,25850(A)PC,CARRY LOADED F/ARM PRSON/HEH PUBLIC PLACE,LOS ANGELES                  ST,3RD                          ST,"c(-118.2447, 34.0485)",Downtown,NA
5948331,06/03/2020 12:00:00 AM,2000,23,M,Hispanic/Latinx/Mexican,459PC,BURGLARY,3300 N  SAN FERNANDO                 RD,NA,"c(-118.2488, 34.1178)",Glassell Park,NA
5941262,05/27/2020 12:00:00 AM,2100,54,M,Other,243(A)PC,BATTERY ON PERSON,4200    BRIGHTON                     AV,NA,"c(-118.3013, 34.0073)",Vermont Square,NA
5946188,06/01/2020 12:00:00 AM,1930,35,M,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,3800 N  LOCKE                        AV,NA,"c(-118.179, 34.09)",El Sereno,NA
5768793,05/31/2020 12:00:00 AM,0130,20,M,Black,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,FAIRFAX,WILSHIRE,"c(-118.3614, 34.063)",Mid-Wilshire,NA
5946921,06/02/2020 12:00:00 AM,0250,30,M,Hispanic/Latinx/Mexican,245(C)PC,ADW PO/FIREMAN W/O FIREARM/GBI,DE HAVEN,TERRA BELLA,"c(-118.4057, 34.2671)",Pacoima,NA
202110032,05/27/2020 12:00:00 AM,1615,44,M,Hispanic/Latinx/Mexican,25620(A)BP,DRINKING ALCOHOL,MASON,SHERMAN                      WY,"c(-118.5797, 34.201)",Winnetka,NA
200910448,06/01/2020 12:00:00 AM,1905,28,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,7200    VAN NUYS                     BL,NA,"c(-118.4531, 34.2048)",Van Nuys,NA
5944400,05/30/2020 12:00:00 AM,0040,51,M,Hispanic/Latinx/Mexican,289(A)(1)PC,SEX PENETRATION: FORCE/ETC,ALAMEDA                      ST,PCH,"c(-118.2414, 33.7913)",Wilmington,NA
200910570,06/01/2020 12:00:00 AM,1920,26,M,White,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
5945104,05/30/2020 12:00:00 AM,2330,39,F,Black,29800(A)1PC,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,900 S  BROADWAY,NA,"c(-118.2561, 34.0423)",Downtown,NA
200911093,06/01/2020 12:00:00 AM,1815,28,M,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,13800 W  VENTURA                      BL,NA,"c(-118.4335, 34.1485)",Sherman Oaks,NA
5946533,06/01/2020 12:00:00 AM,1900,25,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,12500    VICTORY                      BL,NA,"c(-118.4055, 34.1867)",Valley Glen,NA
200910616,06/01/2020 12:00:00 AM,1050,21,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,4800    VAN NUYS                     BL,NA,"c(-118.457, 34.162)",Sherman Oaks,NA
201510818,05/31/2020 12:00:00 AM,2220,29,M,Black,878,NA,LAUREL CANYON,VENTURA,"c(-118.3958, 34.1451)",Studio City,NA
5947495,06/02/2020 12:00:00 AM,2120,24,M,Hispanic/Latinx/Mexican,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",7TH                          ST,BURLINGTON                   AV,"c(-118.2735, 34.055)",Westlake,NA
5945246,05/30/2020 12:00:00 AM,1130,28,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,1300 S  LA BREA                      AV,NA,"c(-118.3442, 34.0497)",Mid-Wilshire,NA
5943658,05/29/2020 12:00:00 AM,1245,34,M,Other,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,KINGSWELL,COMMONWEALTH,"c(-118.2852, 34.1027)",Los Feliz,NA
5942598,05/29/2020 12:00:00 AM,0030,50,M,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,5000    LEMON GROVE,NA,"c(-118.3064, 34.0862)",East Hollywood,NA
200610968,06/01/2020 12:00:00 AM,2255,20,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,CAHUENGA,HOLLYWOOD                    BL,"c(-118.3295, 34.1016)",Hollywood,NA
5945398,05/31/2020 12:00:00 AM,1155,50,M,Hispanic/Latinx/Mexican,243(A)PC,BATTERY ON PERSON,CENTURY,SUCCESS,"c(-118.2491, 33.9456)",Watts,NA
201213754,05/28/2020 12:00:00 AM,1805,22,F,Black,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,66TH                         ST,FIGUEROA,"c(-118.2827, 33.9798)",Vermont-Slauson,NA
200810139,05/29/2020 12:00:00 AM,1050,47,M,White,41.45LAMC,ILLEGAL POSSESSION OF SHOPPING CART***,NEBRASKA,COTNER,"c(-118.4301, 34.0397)",West Los Angeles,NA
5941467,05/28/2020 12:00:00 AM,0440,54,M,Black,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,VENTURA                      BL,VINELAND                     BL,"c(-118.3702, 34.1405)",Studio City,NA
5946038,06/01/2020 12:00:00 AM,1240,28,M,Black,602(O)(2)PC,REFUSE TO LEAVE PROPERTY UPON REQST OWNER,12500    MIRANDA                      ST,NA,"c(-118.4052, 34.1749)",Valley Glen,NA
5945374,05/31/2020 12:00:00 AM,0825,25,M,Hispanic/Latinx/Mexican,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,200 E  ADAMS                        ST,NA,"c(-118.2676, 34.0244)",Historic South-Central,NA
5947624,06/02/2020 12:00:00 AM,2355,26,F,Other,25400(A)1PC,CARRY CONCEALED WEAPON IN VEHICLE,700 W  OLYMPIC                      BL,NA,"c(-118.2628, 34.0444)",Downtown,NA
5947815,06/03/2020 12:00:00 AM,1135,20,M,Hispanic/Latinx/Mexican,A459PC,ATTEMPT - BURGLARY,4400    WOODMAN                      AV,NA,"c(-118.4312, 34.1504)",Sherman Oaks,NA
5942509,05/28/2020 12:00:00 AM,2100,42,M,Hispanic/Latinx/Mexican,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,5400    2ND                          AV,NA,"c(-118.3193, 33.9932)",Hyde Park,NA
200910590,06/01/2020 12:00:00 AM,1810,21,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
5945503,05/31/2020 12:00:00 AM,1535,17,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,SANTA MONICA                 BL,GRANVILLE                    AV,"c(-118.4622, 34.0375)",Sawtelle,NA
5945887,06/01/2020 12:00:00 AM,0250,55,F,Black,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,200 E  6TH                          ST,NA,"c(-118.2482, 34.0442)",Downtown,NA
5941660,05/28/2020 12:00:00 AM,1130,37,M,White,602PC,TRESPASSING,3900    CARPENTER                    AV,NA,"c(-118.3914, 34.1406)",Studio City,NA
200113166,06/01/2020 12:00:00 AM,2115,17,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,OLIVE                        ST,12TH                         ST,"c(-118.2623, 34.0394)",Downtown,NA
5941591,05/28/2020 12:00:00 AM,0935,26,M,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1900 N  MARIANNA                     AV,NA,"c(-118.1785, 34.0638)",El Sereno,NA
200610977,06/01/2020 12:00:00 AM,2030,50,M,White,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,HOLLYWOOD,CAHUENGA,"c(-118.3295, 34.1016)",Hollywood,NA
5941363,05/28/2020 12:00:00 AM,0110,53,F,Other,459PC,BURGLARY,10600 N  SEPULVEDA                    BL,NA,"c(-118.4698, 34.261)",Mission Hills,NA
5944451,05/30/2020 12:00:00 AM,0610,31,M,Black,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",LAS PALMAS,SANTA MONICA                 BL,"c(-118.3363, 34.0907)",Hollywood,NA
200910589,06/01/2020 12:00:00 AM,2238,26,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
5945566,05/31/2020 12:00:00 AM,1930,28,M,Black,69PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,TOP CYN,VANOWEN,"c(-118.6017, 34.1865)",Woodland Hills,NA
201510816,05/31/2020 12:00:00 AM,2220,29,M,Black,878,NA,VENTURA,LAUREL CANYON,"c(-118.3958, 34.1451)",Studio City,NA
5947620,06/02/2020 12:00:00 AM,1900,52,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,BRONSON,VIRGINIA,"c(-118.3337, 34.0987)",Hollywood,NA
200610955,06/01/2020 12:00:00 AM,1915,32,F,White,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,LELAND,VINE,"c(-118.3267, 34.0971)",Hollywood,NA
5940561,05/27/2020 12:00:00 AM,0555,37,M,Hispanic/Latinx/Mexican,288(A)PC,LEWD/LASCIVIOUS ACTS W/CHILD < 14 YRS,PINEWOOD,GREELEY,"c(-118.3195, 34.2549)",Sunland,NA
201510823,05/31/2020 12:00:00 AM,2330,20,F,Black,878,NA,LAUREL CANYON,LA MAIDA,"c(-118.3965, 34.1585)",Valley Village,NA
5942494,05/28/2020 12:00:00 AM,2005,25,F,Hispanic/Latinx/Mexican,243(A)PC,BATTERY ON PERSON,WILMINGTON,PAPEETE                      ST,"c(-118.2748, 33.7871)",Wilmington,NA
5944383,05/30/2020 12:00:00 AM,0040,26,M,Hispanic/Latinx/Mexican,11360(A)HS,TRANSPORT/SELL/FURNISH/ETC MARIJUANA,400    WORLD                        WY,NA,"c(-118.4072, 33.9433)",Westchester,NA
5947351,06/02/2020 12:00:00 AM,1732,46,M,Hispanic/Latinx/Mexican,23153(A)VC,DUI ALCOHOL CAUSING INJURY,NORDHOFF,OSBORNE,"c(-118.4355, 34.2353)",Arleta,NA
5945324,05/31/2020 12:00:00 AM,0130,21,M,Black,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,7300    MELROSE                      AV,NA,"c(-118.3487, 34.0836)",Fairfax,NA
5944468,05/30/2020 12:00:00 AM,0135,49,M,Black,A187(A)PC,ATTEMPT - MURDER,6TH,BROADWAY,"c(-118.2526, 34.047)",Downtown,NA
5940917,05/27/2020 12:00:00 AM,1715,19,M,Hispanic/Latinx/Mexican,211PC,ROBBERY,5200    CRONUS                       ST,NA,"c(-118.1738, 34.0808)",El Sereno,NA
200810132,05/28/2020 12:00:00 AM,1940,67,M,Black,41.27DLAMC,POSS ALCH BEV ON POSTED PREM,11600    WILSHIRE                     BL,NA,"c(-118.4592, 34.0508)",Veterans Administration,NA
5945278,05/31/2020 12:00:00 AM,0347,22,M,Hispanic/Latinx/Mexican,487(A)PC,GRAND THEFT MONEY/PROPERTY > $400,ANCHORAGE,HENRY FORD,"c(-118.2406, 33.7674)",Long Beach,NA
201109891,05/28/2020 12:00:00 AM,1600,39,M,White,56.11(1)LAM,NA,1700    GLENDALE                     BL,NA,"c(-118.2599, 34.0858)",Echo Park,NA
5947557,06/02/2020 12:00:00 AM,2230,23,F,Hispanic/Latinx/Mexican,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,200 N  CATALINA                     ST,NA,"c(-118.2954, 34.0745)",Koreatown,NA
200910400,06/01/2020 12:00:00 AM,1900,28,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,VAN NUYS                     BL,SHERMAN                      WY,"c(-118.4487, 34.2012)",Van Nuys,NA
201510822,05/31/2020 12:00:00 AM,2350,18,F,Black,878,NA,LAUREL CANYON,LA MAIDA,"c(-118.3965, 34.1585)",Valley Village,NA
200910583,06/01/2020 12:00:00 AM,2200,18,F,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
5945283,05/31/2020 12:00:00 AM,0015,20,M,Hispanic/Latinx/Mexican,463(A)PC,2ND DEGREE BURGLARY DURING EARTHQUAKE/ETC,BEVERLY                      AV,ORLANDO                      ST,"c(-118.3732, 34.0761)",Beverly Grove,NA
200910628,06/01/2020 12:00:00 AM,2158,25,F,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
5940435,05/27/2020 12:00:00 AM,0105,49,M,Black,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,LA CIENEGA                   BL,99TH                         ST,"c(-118.4095, 33.942)",Westchester,NA
5946352,06/01/2020 12:00:00 AM,2010,21,M,Black,422(A)PC,TERRORIZE CAUSING FEAR,100 W  7TH                          ST,NA,"c(-118.2507, 34.0446)",Downtown,NA
200610961,06/03/2020 12:00:00 AM,2315,29,M,Other,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SELMA                        AV,CAHUENGA                     BL,"c(-118.3211, 34.0998)",Hollywood,NA
5945403,05/31/2020 12:00:00 AM,1225,41,M,White,666.5(A)PC,VEHICLE THEFT W/PRIOR FELONY VC10851/GTA,20200    CANTARA                      ST,NA,"c(-118.5739, 34.2192)",Winnetka,NA
200910561,06/01/2020 12:00:00 AM,2130,20,M,Hispanic/Latinx/Mexican,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,SHERMAN                      WY,VAN NUYS,"c(-118.4487, 34.2012)",Van Nuys,NA
5940926,05/27/2020 12:00:00 AM,1515,43,F,Black,11379(A)HS,TRANSPORT/SELL CONTROLLED SUBSTANCE,PALOMA,PICO                         BL,"c(-118.249, 34.0295)",Downtown,NA
200810431,05/31/2020 12:00:00 AM,2140,17,F,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,WILSHIRE                     BL,FEDERAL                      AV,"c(-118.4592, 34.0508)",Veterans Administration,NA
5947991,06/03/2020 12:00:00 AM,1940,23,M,Hispanic/Latinx/Mexican,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,50TH                         ST,GRAND                        AV,"c(-118.2801, 33.9974)",South Park,NA
5942724,05/29/2020 12:00:00 AM,0510,25,M,Hispanic/Latinx/Mexican,243(A)PC,BATTERY ON PERSON,3200    FARNSWORTH                   AV,NA,"c(-118.1655, 34.0832)",El Sereno,NA
201213750,05/28/2020 12:00:00 AM,1850,18,F,Hispanic/Latinx/Mexican,653.22PC,LOITERING FOR PURPOSES OF PROSTITUTION,67TH                         ST,FIGUEROA,"c(-118.2827, 33.979)",Vermont-Slauson,NA
5946053,06/01/2020 12:00:00 AM,1400,43,M,Black,29800(A)1PC,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,90TH,GRAND,"c(-118.2803, 33.9551)",Broadway-Manchester,NA
5947840,06/03/2020 12:00:00 AM,1500,53,M,Black,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",5TH,BROADWAY,"c(-118.2512, 34.0484)",Downtown,NA
5947920,06/03/2020 12:00:00 AM,1525,38,F,White,3000.08CPC,PAROLE WARRANT,7200    VALJEAN                      AV,NA,"c(-118.4912, 34.2077)",Van Nuys,NA
5768789,05/31/2020 12:00:00 AM,0100,18,M,Hispanic/Latinx/Mexican,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MAIN,9TH,"c(-118.255, 34.0416)",Downtown,NA
5945685,05/31/2020 12:00:00 AM,2300,26,F,Black,422(A)PC,TERRORIZE CAUSING FEAR,1800 N  IVAR                         AV,NA,"c(-118.3282, 34.1039)",Hollywood,NA
5946975,06/02/2020 12:00:00 AM,0500,36,F,Hispanic/Latinx/Mexican,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",7000    FULLBRIGHT                   AV,NA,"c(-118.5772, 34.1974)",Winnetka,NA
5942457,05/28/2020 12:00:00 AM,1300,36,M,Hispanic/Latinx/Mexican,11370.1AHS,POSS C/SUB WHILE ARMED W/LOADED FIREARM,9300    SHIRLEY                      AV,NA,"c(-118.558, 34.2391)",Northridge,NA
5944453,05/30/2020 12:00:00 AM,0115,28,M,Hispanic/Latinx/Mexican,459PCCOM,COMMERCIAL BURGLARY,8TH,GRAND,"c(-118.2631, 34.0483)",Downtown,NA
200810429,05/31/2020 12:00:00 AM,2140,17,M,Black,8.78LAAC,VIOL OF CURFEW DURING STATE OF EMER,WILSHIRE                     BL,FEDERAL,"c(-118.4592, 34.0508)",Veterans Administration,NA
5943840,05/29/2020 12:00:00 AM,1945,30,M,Hispanic/Latinx/Mexican,422(A)PC,TERRORIZE CAUSING FEAR,BEVERLY,LA CIENEGA,"c(-118.3766, 34.0761)",Beverly Grove,NA
5943407,05/29/2020 12:00:00 AM,0715,32,M,Black,459PC,BURGLARY,2400    HUNTER                       ST,NA,"c(-118.2274, 34.0276)",Downtown,NA
5944752,05/30/2020 12:00:00 AM,1405,32,M,Hispanic/Latinx/Mexican,A459PC,ATTEMPT - BURGLARY,73RD                         ST,FIGUEROA,"c(-118.2827, 33.9737)",Vermont Knolls,NA
